text,sentiment
theres nothing worse than working on a friday night and having to wake up at 6 am on a saturday. I want my babe,negative
 No  sadly its not  bit disappointed will try again later see if i change my mind,negative
so tired.   only need to be here another 30 minutes.,negative
Long to-do list. Little desire to do it all.,negative
 kill her,negative
 Chowder is the ****!!!!!!,negative
leaving now  dont miss me too much tweetbeaks <3,negative
"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream",negative
 haha! And Twitter! Hard though isn`****?!,negative
isnt very happy about the fact that her back is hurting today,negative
" nothing much, juss really bored! hbu?",negative
man.. it`s starting to rain real hard..,negative
Has that sinking feeling that it`s all about to go **** up.....bracing myself for the comedown,negative
"i lost my nintendogs, it`s very upsetting.",negative
 OMG SO srry to hear that,negative
" I didn`t like the new Terminator movie, man",negative
first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,negative
oh no. opera 10 is not google friendly  *weeps*,negative
: sorry forgot that,negative
"And apparently I misplaced my iPod, the 30 gb",negative
Having a bad day/week,negative
" awww, we JUST missed you then!!  But I`ll see you tonight!!",negative
" If you think Florida`s heat will be too much, I will reluctantly take your place",negative
Ouch just burned myself making soup for nico...,negative
Does anyone know how to scale a pic down I`m trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,negative
 Murphy`s Law?  Sorry that your computer is not cooperating when you have lots of work. My kids are .. http://tinyurl.com/km235x,negative
i`m really tired today!!,negative
Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin,negative
OUCH!!!!!!!!!!!!!!!.........that really hurt!!!,negative
Twitter stop being a **** and let me change my background image!  (imagine a shiny NHL ring in the background),negative
" aw, gutted",negative
NO MORE MSHS!!!!!!!! Gotta go to work...too tired,negative
peeling so much!!   ..I feel so bad,negative
" Whats with you though, you sound a bit down yourself.. not your boiler again is it",negative
"am hungry.. going to eat... catch up with you guys later & 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back",negative
 That is super sad   How is Bart etc holding up?,negative
oh when will #gfail end? been on HTML version all day,negative
darn it. I did it again.!  keep forgetting that darn 'D' for DM`s.....,negative
" Alright, sorry. But I think you should go anyways",negative
"Ohhh me, i am rather bored. How can a friday night be soo boring!",negative
I`m nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...,negative
_beckwith it cant be that good if your twittering instead of watching it  ****,negative
_fann coming up! Sowwy!,negative
"ugh, i dont feel like going to work today",negative
**** my life.,negative
i know i was wrong. maybe i shouldnt did all of those **** things like that,negative
" Yaay! I was supposed to go, but I missed it",negative
aww i feel so bad for Holly,negative
I`m grounded til tomorrow. Sorry to anyone I made plans with.  It`ll have to be tomorrow. (annoyed) http://plurk.com/p/x332r,negative
apparently it`s starwars day today  I like this . Shame I have revision though.,negative
dont go... im sorry for disappointing you,negative
missing mrs mcfox,negative
 Oh ****. That really sucks,negative
 no...i`m just tired..,negative
Not to mention hw fat ima get frm wrk n here.,negative
I dont want to be ugly anymore,negative
" I had mailed  for something, you got the e-mail, I didn`t which should probly mean I won`t get it",negative
_Fear_Me samee.. it sucks..,negative
"_Confidential I tried to use Spinelli to turn him on to GH, but it didn`t really work",negative
I still have a very depressed feline fuzzball...it`s another trip to vet tmrw to see what can be done...worried doesn`t even cover it,negative
 and now I am starting to feel really old.,negative
 who knows  It makes me sad  lol,negative
" indeed, we live a life on the edge of things, and one foot foul of the law!!",negative
[Somewhere - Within Temptation] returned to mysefl. Keep working hard till June,negative
 Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,negative
Sweat is just not cute.  Unfortunately I haven`t figured out how to work out without sweating. BOO.,negative
31 degree centigrade is much hotter than 30 degree centigrade,negative
 oh plzzzzz u never had time for me!!!,negative
My brother just woke me up to help him with his homework. I`m not happy,negative
 your knowledge of X-men is starting to scare me,negative
 well kris is making me a sick panda,negative
Willie is pouting because Grandma didn`t put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293,negative
Lookin` at spreadsheets so long my eyes are crossing...,negative
 I also have a brain tumor called Jeffery.,negative
 i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby,negative
Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???,negative
" I don`t know what that means, sorry",negative
"Its friday and i`m sick, story of my life...",negative
Is going to have one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn`t make it,negative
I don`t like my dress,negative
 I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache & eyes hurt,negative
" Heh, aye. I should have investigated properly first before asking  Does seem like it`s not the most obvious thing though.",negative
No gas PLUS no money = Desperation!!!   and that`s the word of the day!  http://twitpic.com/66zls,negative
" Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  http://tr.im/kpc1 ",negative
says karma strikes more than twice!  http://plurk.com/p/rqk2z,negative
"man, its weird, Mom`s cooking is giving me so much nutrition but also so much unladylike gas",negative
 i dont think you can vote anymore! i tried,negative
 u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,negative
I`m havin the stupid stomach pain again & again... Today is my outing with SPH frenz & my stomach nvr fails to dissappoint me. Haiz,negative
Ugh! I just realized that I have to completely redo my tweetdeck groups! Pains of computer being wiped clean!,negative
Cancelling my JavaOne  http://ff.im/3nzTH,negative
" so sorry to hear that.  I lost two hard drives this year, I know the feeling",negative
"so hot in the office as air con been broken for weeks, fans on all round office but they just push hot air around really and not helping",negative
"Just cross `cause I`m stuck twiddling my thumbs now, ugh",negative
Tired and gunna go to bed soon!!! First time I`ve been online today!!  All ready for mother`s day tomorow,negative
So...woke up in time just for work.....boo,negative
" That`s true. Unfortunately, the leads in the movies don`t die on such a high note. It`s more the Friday The 13th model",negative
 Not even better than Kapsel cha  Dy nulis notes? Spertinya gw ga ditag cuz g ada notificationnya... Huhu.,negative
a night alone with my piano...and a pro tools session... ill take that ANYTIME.,negative
I will never eat broadway pizza again.. feelin ill.,negative
 thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...,negative
 can we trade weather? it`s all gloomy today in la.,negative
Oh no... that bird is back,negative
Help. My computer has a virus. I had to place my Etsy shop into vacation mode until I can sort this out. I don`t know WHAT to do!,negative
  I missed one,negative
"...OOOPS AGAIN, the reply button is the RIGHT of the msg...now I`ll stop spamming",negative
is back home now      gonna miss every one,negative
Hear  full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn`t `tune in`,negative
 people r weird,negative
"tired and bored, watching movies while i`m home alone",negative
 So sorry to hear about your mum.,negative
 I am so sorry.,negative
*sigh* I`m going to bed... I just don`t feel right anymore...,negative
"I feel bad over everything..  How can I be so stupid? Why was I so harsh? Its my fault, I know it. I`m sorry SaVvy, love you guys<3",negative
Have a HUGE headache... don`t have asprin here at work.,negative
Im sure the 5 ppl who came in after me will be seen by a dentist before I will,negative
.....headache,negative
 u witch! im upstate in a **** hick dry county. so no alcohol or ethnic food.  im crying.,negative
why am i up so early,negative
 so i`m screwed,negative
graandma`s houseee  i havee too leave now! <3,negative
"**i hate my hair hiss tee, I feel like I shuld hang out in the ghetto wid dis style",negative
Aaarrrgh! I sooo want to see  at MSG in August but dammit the decent seats are expensive. Booooooo recession!,negative
